index,category_1,category_2,counts,date,week_no
14044,Region,London,953,2017-05-26,21
14045,Region,London,787,2017-06-02,22
14046,Region,London,876,2017-06-09,23
14047,Region,London,829,2017-06-16,24
14048,Region,London,902,2017-06-23,25
14049,Region,London,903,2017-06-30,26
14050,Region,London,820,2017-07-07,27
14051,Region,London,843,2017-07-14,28
14052,Region,London,867,2017-07-21,29
14053,Region,London,783,2017-07-28,30
14054,Region,London,792,2017-08-04,31
14055,Region,London,858,2017-08-11,32
14056,Region,London,929,2017-08-18,33
14057,Region,London,907,2017-08-25,34
14058,Region,London,766,2017-09-01,35
14059,Region,London,866,2017-09-08,36
14060,Region,London,871,2017-09-15,37
14061,Region,London,900,2017-09-22,38
14062,Region,London,882,2017-09-29,39
14063,Region,London,923,2017-10-06,40
14064,Region,London,928,2017-10-13,41
14065,Region,London,934,2017-10-20,42
14066,Region,London,931,2017-10-27,43
14067,Region,London,897,2017-11-03,44
14068,Region,London,931,2017-11-10,45
14069,Region,London,949,2017-11-17,46
14070,Region,London,1038,2017-11-24,47
14071,Region,London,972,2017-12-01,48
14072,Region,London,1008,2017-12-08,49
14073,Region,London,1042,2017-12-15,50
14074,Region,London,1153,2017-12-22,51
14075,Region,London,814,2017-12-29,52
14076,Region,South East,1899,2017-01-06,1
14077,Region,South East,2161,2017-01-13,2
14078,Region,South East,2195,2017-01-20,3
14079,Region,South East,1999,2017-01-27,4
14080,Region,South East,1920,2017-02-03,5
14081,Region,South East,1916,2017-02-10,6
14082,Region,South East,1847,2017-02-17,7
14083,Region,South East,1834,2017-02-24,8
14084,Region,South East,1673,2017-03-03,9
14085,Region,South East,1738,2017-03-10,10
14086,Region,South East,1593,2017-03-17,11
14087,Region,South East,1557,2017-03-24,12
14088,Region,South East,1520,2017-03-31,13
14089,Region,South East,1522,2017-04-07,14
14090,Region,South East,1316,2017-04-14,15
14091,Region,South East,1409,2017-04-21,16
14092,Region,South East,1678,2017-04-28,17
14093,Region,South East,1356,2017-05-05,18
14094,Region,South East,1685,2017-05-12,19
14095,Region,South East,1639,2017-05-19,20
14096,Region,South East,1526,2017-05-26,21
14097,Region,South East,1217,2017-06-02,22
14098,Region,South East,1527,2017-06-09,23
14099,Region,South East,1380,2017-06-16,24
14100,Region,South East,1473,2017-06-23,25
14101,Region,South East,1456,2017-06-30,26
14102,Region,South East,1395,2017-07-07,27
14103,Region,South East,1393,2017-07-14,28
14104,Region,South East,1389,2017-07-21,29
14105,Region,South East,1381,2017-07-28,30
14106,Region,South East,1345,2017-08-04,31
14107,Region,South East,1346,2017-08-11,32
14108,Region,South East,1481,2017-08-18,33
14109,Region,South East,1502,2017-08-25,34
14110,Region,South East,1205,2017-09-01,35
14111,Region,South East,1445,2017-09-08,36
14112,Region,South East,1493,2017-09-15,37
14113,Region,South East,1422,2017-09-22,38
14114,Region,South East,1468,2017-09-29,39
14115,Region,South East,1521,2017-10-06,40
14116,Region,South East,1497,2017-10-13,41
14117,Region,South East,1541,2017-10-20,42
14118,Region,South East,1539,2017-10-27,43
14119,Region,South East,1473,2017-11-03,44
14120,Region,South East,1572,2017-11-10,45
14121,Region,South East,1539,2017-11-17,46
14122,Region,South East,1623,2017-11-24,47
14123,Region,South East,1608,2017-12-01,48
14124,Region,South East,1649,2017-12-08,49
14125,Region,South East,1765,2017-12-15,50
14126,Region,South East,1961,2017-12-22,51
14127,Region,South East,1305,2017-12-29,52
14128,Region,South West,1228,2017-01-06,1
14129,Region,South West,1419,2017-01-13,2
14130,Region,South West,1346,2017-01-20,3
14131,Region,South West,1278,2017-01-27,4
14132,Region,South West,1359,2017-02-03,5
14133,Region,South West,1339,2017-02-10,6
14134,Region,South West,1217,2017-02-17,7
14135,Region,South West,1312,2017-02-24,8
14136,Region,South West,1221,2017-03-03,9
14137,Region,South West,1144,2017-03-10,10
14138,Region,South West,1083,2017-03-17,11
14139,Region,South West,1107,2017-03-24,12
14140,Region,South West,1064,2017-03-31,13
14141,Region,South West,1075,2017-04-07,14
14142,Region,South West,863,2017-04-14,15
14143,Region,South West,984,2017-04-21,16
14144,Region,South West,1159,2017-04-28,17
14145,Region,South West,997,2017-05-05,18
14146,Region,South West,1155,2017-05-12,19
14147,Region,South West,1161,2017-05-19,20
14148,Region,South West,1118,2017-05-26,21
14149,Region,South West,897,2017-06-02,22
14150,Region,South West,1066,2017-06-09,23
14151,Region,South West,1015,2017-06-16,24
14152,Region,South West,1058,2017-06-23,25
14153,Region,South West,1038,2017-06-30,26
14154,Region,South West,996,2017-07-07,27
14155,Region,South West,1031,2017-07-14,28
14156,Region,South West,979,2017-07-21,29
14157,Region,South West,963,2017-07-28,30
14158,Region,South West,946,2017-08-04,31
14159,Region,South West,982,2017-08-11,32
14160,Region,South West,998,2017-08-18,33
14161,Region,South West,1001,2017-08-25,34
14162,Region,South West,908,2017-09-01,35
14163,Region,South West,993,2017-09-08,36
14164,Region,South West,1006,2017-09-15,37
14165,Region,South West,1074,2017-09-22,38
14166,Region,South West,1109,2017-09-29,39
14167,Region,South West,1063,2017-10-06,40
14168,Region,South West,1068,2017-10-13,41
14169,Region,South West,1098,2017-10-20,42
14170,Region,South West,1020,2017-10-27,43
14171,Region,South West,1105,2017-11-03,44
14172,Region,South West,1117,2017-11-10,45
14173,Region,South West,1103,2017-11-17,46
14174,Region,South West,1151,2017-11-24,47
14175,Region,South West,1123,2017-12-01,48
14176,Region,South West,1140,2017-12-08,49
14177,Region,South West,1204,2017-12-15,50
14178,Region,South West,1332,2017-12-22,51
14179,Region,South West,863,2017-12-29,52
14180,Region,Wales,744,2017-01-06,1
14181,Region,Wales,825,2017-01-13,2
14182,Region,Wales,835,2017-01-20,3
14183,Region,Wales,881,2017-01-27,4
14184,Region,Wales,749,2017-02-03,5
14185,Region,Wales,723,2017-02-10,6
14186,Region,Wales,690,2017-02-17,7
14187,Region,Wales,701,2017-02-24,8
14188,Region,Wales,715,2017-03-03,9
14189,Region,Wales,634,2017-03-10,10
14190,Region,Wales,653,2017-03-17,11
14191,Region,Wales,635,2017-03-24,12
14192,Region,Wales,658,2017-03-31,13
14193,Region,Wales,642,2017-04-07,14
14194,Region,Wales,577,2017-04-14,15
14195,Region,Wales,654,2017-04-21,16
14196,Region,Wales,727,2017-04-28,17
14197,Region,Wales,600,2017-05-05,18
14198,Region,Wales,687,2017-05-12,19
14199,Region,Wales,615,2017-05-19,20
14200,Region,Wales,602,2017-05-26,21
14201,Region,Wales,586,2017-06-02,22
14202,Region,Wales,584,2017-06-09,23
14203,Region,Wales,599,2017-06-16,24
14204,Region,Wales,608,2017-06-23,25
14205,Region,Wales,546,2017-06-30,26
14206,Region,Wales,556,2017-07-07,27
14207,Region,Wales,564,2017-07-14,28
14208,Region,Wales,551,2017-07-21,29
14209,Region,Wales,586,2017-07-28,30
14210,Region,Wales,590,2017-08-04,31
14211,Region,Wales,572,2017-08-11,32
14212,Region,Wales,592,2017-08-18,33
14213,Region,Wales,570,2017-08-25,34
14214,Region,Wales,555,2017-09-01,35
14215,Region,Wales,542,2017-09-08,36
14216,Region,Wales,609,2017-09-15,37
14217,Region,Wales,585,2017-09-22,38
14218,Region,Wales,593,2017-09-29,39
14219,Region,Wales,631,2017-10-06,40
14220,Region,Wales,640,2017-10-13,41
14221,Region,Wales,650,2017-10-20,42
14222,Region,Wales,608,2017-10-27,43
14223,Region,Wales,595,2017-11-03,44
14224,Region,Wales,598,2017-11-10,45
14225,Region,Wales,666,2017-11-17,46
14226,Region,Wales,639,2017-11-24,47
14227,Region,Wales,636,2017-12-01,48
14228,Region,Wales,630,2017-12-08,49
14229,Region,Wales,708,2017-12-15,50
14230,Region,Wales,762,2017-12-22,51
14231,Region,Wales,541,2017-12-29,52
14232,Total deaths,all ages,12723,2018-01-05,1
14233,Total deaths,all ages,15050,2018-01-12,2
14234,Total deaths,all ages,14256,2018-01-19,3
14235,Total deaths,all ages,13935,2018-01-26,4
14236,Total deaths,all ages,13285,2018-02-02,5
14237,Total deaths,all ages,12495,2018-02-09,6
14238,Total deaths,all ages,12246,2018-02-16,7
14239,Total deaths,all ages,12142,2018-02-23,8
14240,Total deaths,all ages,10854,2018-03-02,9
14241,Total deaths,all ages,12997,2018-03-09,10
14242,Total deaths,all ages,12788,2018-03-16,11
14243,Total deaths,all ages,11913,2018-03-23,12
14244,Total deaths,all ages,9941,2018-03-30,13
14245,Total deaths,all ages,10794,2018-04-06,14
14246,Total deaths,all ages,12301,2018-04-13,15
14247,Total deaths,all ages,11223,2018-04-20,16
14248,Total deaths,all ages,10306,2018-04-27,17
14249,Total deaths,all ages,10153,2018-05-04,18
14250,Total deaths,all ages,8624,2018-05-11,19
14251,Total deaths,all ages,10141,2018-05-18,20
14252,Total deaths,all ages,9636,2018-05-25,21
14253,Total deaths,all ages,8147,2018-06-01,22
14254,Total deaths,all ages,9950,2018-06-08,23
14255,Total deaths,all ages,9343,2018-06-15,24
14256,Total deaths,all ages,9256,2018-06-22,25
14257,Total deaths,all ages,9212,2018-06-29,26
14258,Total deaths,all ages,9258,2018-07-06,27
14259,Total deaths,all ages,9293,2018-07-13,28
14260,Total deaths,all ages,9127,2018-07-20,29
14261,Total deaths,all ages,9141,2018-07-27,30
14262,Total deaths,all ages,9161,2018-08-03,31
14263,Total deaths,all ages,9319,2018-08-10,32
14264,Total deaths,all ages,8830,2018-08-17,33
14265,Total deaths,all ages,8978,2018-08-24,34
14266,Total deaths,all ages,7865,2018-08-31,35
14267,Total deaths,all ages,9445,2018-09-07,36
14268,Total deaths,all ages,9191,2018-09-14,37
14269,Total deaths,all ages,9305,2018-09-21,38
14270,Total deaths,all ages,9150,2018-09-28,39
14271,Total deaths,all ages,9503,2018-10-05,40
14272,Total deaths,all ages,9649,2018-10-12,41
14273,Total deaths,all ages,9864,2018-10-19,42
14274,Total deaths,all ages,9603,2018-10-26,43
14275,Total deaths,all ages,9529,2018-11-02,44
14276,Total deaths,all ages,10151,2018-11-09,45
14277,Total deaths,all ages,10193,2018-11-16,46
14278,Total deaths,all ages,9957,2018-11-23,47
14279,Total deaths,all ages,10033,2018-11-30,48
14280,Total deaths,all ages,10287,2018-12-07,49
14281,Total deaths,all ages,10550,2018-12-14,50
14282,Total deaths,all ages,11116,2018-12-21,51
14283,Total deaths,all ages,7131,2018-12-28,52
14284,Total deaths,average of same week over 5 years,12079,2018-01-05,1
14285,Total deaths,average of same week over 5 years,13167,2018-01-12,2
14286,Total deaths,average of same week over 5 years,12418,2018-01-19,3
14287,Total deaths,average of same week over 5 years,11954,2018-01-26,4
14288,Total deaths,average of same week over 5 years,11605,2018-02-02,5
14289,Total deaths,average of same week over 5 years,11333,2018-02-09,6
14290,Total deaths,average of same week over 5 years,11059,2018-02-16,7
14291,Total deaths,average of same week over 5 years,11125,2018-02-23,8
14292,Total deaths,average of same week over 5 years,11037,2018-03-02,9
14293,Total deaths,average of same week over 5 years,10935,2018-03-09,10
14294,Total deaths,average of same week over 5 years,10774,2018-03-16,11
14295,Total deaths,average of same week over 5 years,10289,2018-03-23,12
14296,Total deaths,average of same week over 5 years,9944,2018-03-30,13
14297,Total deaths,average of same week over 5 years,10286,2018-04-06,14
14298,Total deaths,average of same week over 5 years,10328,2018-04-13,15
14299,Total deaths,average of same week over 5 years,10395,2018-04-20,16
14300,Total deaths,average of same week over 5 years,10381,2018-04-27,17
14301,Total deaths,average of same week over 5 years,9807,2018-05-04,18
14302,Total deaths,average of same week over 5 years,9526,2018-05-11,19
14303,Total deaths,average of same week over 5 years,9978,2018-05-18,20
14304,Total deaths,average of same week over 5 years,9727,2018-05-25,21
14305,Total deaths,average of same week over 5 years,8163,2018-06-01,22
14306,Total deaths,average of same week over 5 years,9767,2018-06-08,23
14307,Total deaths,average of same week over 5 years,9313,2018-06-15,24
14308,Total deaths,average of same week over 5 years,9232,2018-06-22,25
14309,Total deaths,average of same week over 5 years,9052,2018-06-29,26
14310,Total deaths,average of same week over 5 years,9030,2018-07-06,27
14311,Total deaths,average of same week over 5 years,9018,2018-07-13,28
14312,Total deaths,average of same week over 5 years,9032,2018-07-20,29
14313,Total deaths,average of same week over 5 years,8890,2018-07-27,30
14314,Total deaths,average of same week over 5 years,8763,2018-08-03,31
14315,Total deaths,average of same week over 5 years,8818,2018-08-10,32
14316,Total deaths,average of same week over 5 years,8905,2018-08-17,33
14317,Total deaths,average of same week over 5 years,9033,2018-08-24,34
14318,Total deaths,average of same week over 5 years,8162,2018-08-31,35
14319,Total deaths,average of same week over 5 years,9069,2018-09-07,36
14320,Total deaths,average of same week over 5 years,9091,2018-09-14,37
14321,Total deaths,average of same week over 5 years,9063,2018-09-21,38
14322,Total deaths,average of same week over 5 years,9285,2018-09-28,39
14323,Total deaths,average of same week over 5 years,9388,2018-10-05,40
14324,Total deaths,average of same week over 5 years,9511,2018-10-12,41
14325,Total deaths,average of same week over 5 years,9602,2018-10-19,42
14326,Total deaths,average of same week over 5 years,9601,2018-10-26,43
14327,Total deaths,average of same week over 5 years,9692,2018-11-02,44
14328,Total deaths,average of same week over 5 years,10003,2018-11-09,45
14329,Total deaths,average of same week over 5 years,10104,2018-11-16,46
14330,Total deaths,average of same week over 5 years,10050,2018-11-23,47
14331,Total deaths,average of same week over 5 years,10087,2018-11-30,48
14332,Total deaths,average of same week over 5 years,10509,2018-12-07,49
14333,Total deaths,average of same week over 5 years,10519,2018-12-14,50
14334,Total deaths,average of same week over 5 years,11343,2018-12-21,51
14335,Total deaths,average of same week over 5 years,7909,2018-12-28,52
14336,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),2361,2018-01-05,1
14337,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),3075,2018-01-12,2
14338,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),2829,2018-01-19,3
14339,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),2672,2018-01-26,4
14340,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),2479,2018-02-02,5
14341,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),2197,2018-02-09,6
14342,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),2081,2018-02-16,7
14343,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),2128,2018-02-23,8
14344,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1900,2018-03-02,9
14345,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),2302,2018-03-09,10
14346,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),2271,2018-03-16,11
14347,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1946,2018-03-23,12
14348,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1657,2018-03-30,13
14349,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1761,2018-04-06,14
14350,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1971,2018-04-13,15
14351,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1641,2018-04-20,16
14352,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1426,2018-04-27,17
14353,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1369,2018-05-04,18
14354,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1055,2018-05-11,19
14355,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1248,2018-05-18,20
14356,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1179,2018-05-25,21
14357,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1065,2018-06-01,22
14358,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1270,2018-06-08,23
14359,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1150,2018-06-15,24
14360,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1103,2018-06-22,25
14361,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1055,2018-06-29,26
14362,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1086,2018-07-06,27
14363,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1123,2018-07-13,28
14364,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1107,2018-07-20,29
14365,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1019,2018-07-27,30
14366,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1005,2018-08-03,31
14367,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1019,2018-08-10,32
14368,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),941,2018-08-17,33
14369,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),921,2018-08-24,34
14370,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),827,2018-08-31,35
14371,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1098,2018-09-07,36
14372,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),999,2018-09-14,37
14373,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1034,2018-09-21,38
14374,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),987,2018-09-28,39
14375,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1050,2018-10-05,40
14376,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1124,2018-10-12,41
14377,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1141,2018-10-19,42
14378,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1154,2018-10-26,43
14379,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1090,2018-11-02,44
14380,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1295,2018-11-09,45
14381,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1268,2018-11-16,46
14382,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1240,2018-11-23,47
14383,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1224,2018-11-30,48
14384,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1341,2018-12-07,49
14385,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1386,2018-12-14,50
14386,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1509,2018-12-21,51
14387,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2013 (IRIS),1053,2018-12-28,52
14388,Persons,Under 1 year,52,2018-01-05,1
14389,Persons,Under 1 year,73,2018-01-12,2
14390,Persons,Under 1 year,59,2018-01-19,3
14391,Persons,Under 1 year,50,2018-01-26,4
14392,Persons,Under 1 year,41,2018-02-02,5
14393,Persons,Under 1 year,45,2018-02-09,6
14394,Persons,Under 1 year,48,2018-02-16,7
14395,Persons,Under 1 year,26,2018-02-23,8
14396,Persons,Under 1 year,45,2018-03-02,9
14397,Persons,Under 1 year,47,2018-03-09,10
14398,Persons,Under 1 year,47,2018-03-16,11
14399,Persons,Under 1 year,46,2018-03-23,12
14400,Persons,Under 1 year,43,2018-03-30,13
14401,Persons,Under 1 year,46,2018-04-06,14
14402,Persons,Under 1 year,36,2018-04-13,15
14403,Persons,Under 1 year,54,2018-04-20,16
14404,Persons,Under 1 year,57,2018-04-27,17
14405,Persons,Under 1 year,51,2018-05-04,18
14406,Persons,Under 1 year,48,2018-05-11,19
14407,Persons,Under 1 year,52,2018-05-18,20
14408,Persons,Under 1 year,60,2018-05-25,21
14409,Persons,Under 1 year,46,2018-06-01,22
14410,Persons,Under 1 year,46,2018-06-08,23
14411,Persons,Under 1 year,60,2018-06-15,24
14412,Persons,Under 1 year,55,2018-06-22,25
14413,Persons,Under 1 year,43,2018-06-29,26
14414,Persons,Under 1 year,50,2018-07-06,27
14415,Persons,Under 1 year,48,2018-07-13,28
14416,Persons,Under 1 year,45,2018-07-20,29
14417,Persons,Under 1 year,59,2018-07-27,30
14418,Persons,Under 1 year,62,2018-08-03,31
14419,Persons,Under 1 year,59,2018-08-10,32
14420,Persons,Under 1 year,64,2018-08-17,33
14421,Persons,Under 1 year,44,2018-08-24,34
14422,Persons,Under 1 year,51,2018-08-31,35
14423,Persons,Under 1 year,45,2018-09-07,36
14424,Persons,Under 1 year,55,2018-09-14,37
14425,Persons,Under 1 year,69,2018-09-21,38
14426,Persons,Under 1 year,50,2018-09-28,39
14427,Persons,Under 1 year,40,2018-10-05,40
14428,Persons,Under 1 year,47,2018-10-12,41
14429,Persons,Under 1 year,43,2018-10-19,42
14430,Persons,Under 1 year,65,2018-10-26,43
14431,Persons,Under 1 year,46,2018-11-02,44
14432,Persons,Under 1 year,44,2018-11-09,45
14433,Persons,Under 1 year,47,2018-11-16,46
14434,Persons,Under 1 year,62,2018-11-23,47
14435,Persons,Under 1 year,58,2018-11-30,48
14436,Persons,Under 1 year,45,2018-12-07,49
14437,Persons,Under 1 year,51,2018-12-14,50
14438,Persons,Under 1 year,41,2018-12-21,51
14439,Persons,Under 1 year,22,2018-12-28,52
14440,Persons,01-14,18,2018-01-05,1
14441,Persons,01-14,17,2018-01-12,2
14442,Persons,01-14,22,2018-01-19,3
14443,Persons,01-14,25,2018-01-26,4
14444,Persons,01-14,14,2018-02-02,5
14445,Persons,01-14,23,2018-02-09,6
14446,Persons,01-14,17,2018-02-16,7
14447,Persons,01-14,13,2018-02-23,8
14448,Persons,01-14,11,2018-03-02,9
14449,Persons,01-14,27,2018-03-09,10
14450,Persons,01-14,17,2018-03-16,11
14451,Persons,01-14,15,2018-03-23,12
14452,Persons,01-14,20,2018-03-30,13
14453,Persons,01-14,22,2018-04-06,14
14454,Persons,01-14,25,2018-04-13,15
14455,Persons,01-14,21,2018-04-20,16
14456,Persons,01-14,12,2018-04-27,17
14457,Persons,01-14,21,2018-05-04,18
14458,Persons,01-14,21,2018-05-11,19
14459,Persons,01-14,24,2018-05-18,20
14460,Persons,01-14,13,2018-05-25,21
14461,Persons,01-14,18,2018-06-01,22
14462,Persons,01-14,19,2018-06-08,23
14463,Persons,01-14,17,2018-06-15,24
14464,Persons,01-14,21,2018-06-22,25
14465,Persons,01-14,22,2018-06-29,26
14466,Persons,01-14,23,2018-07-06,27
14467,Persons,01-14,21,2018-07-13,28
14468,Persons,01-14,15,2018-07-20,29
14469,Persons,01-14,13,2018-07-27,30
14470,Persons,01-14,18,2018-08-03,31
14471,Persons,01-14,18,2018-08-10,32
14472,Persons,01-14,11,2018-08-17,33
14473,Persons,01-14,22,2018-08-24,34
14474,Persons,01-14,11,2018-08-31,35
14475,Persons,01-14,20,2018-09-07,36
14476,Persons,01-14,18,2018-09-14,37
14477,Persons,01-14,18,2018-09-21,38
14478,Persons,01-14,10,2018-09-28,39
14479,Persons,01-14,17,2018-10-05,40
14480,Persons,01-14,20,2018-10-12,41
14481,Persons,01-14,18,2018-10-19,42
14482,Persons,01-14,24,2018-10-26,43
14483,Persons,01-14,24,2018-11-02,44
14484,Persons,01-14,12,2018-11-09,45
14485,Persons,01-14,29,2018-11-16,46
14486,Persons,01-14,22,2018-11-23,47
14487,Persons,01-14,20,2018-11-30,48
14488,Persons,01-14,15,2018-12-07,49
14489,Persons,01-14,13,2018-12-14,50
14490,Persons,01-14,23,2018-12-21,51
14491,Persons,01-14,11,2018-12-28,52
14492,Persons,15-44,208,2018-01-05,1
14493,Persons,15-44,302,2018-01-12,2
14494,Persons,15-44,286,2018-01-19,3
14495,Persons,15-44,298,2018-01-26,4
14496,Persons,15-44,339,2018-02-02,5
14497,Persons,15-44,293,2018-02-09,6
14498,Persons,15-44,318,2018-02-16,7
14499,Persons,15-44,294,2018-02-23,8
14500,Persons,15-44,254,2018-03-02,9
14501,Persons,15-44,287,2018-03-09,10
14502,Persons,15-44,329,2018-03-16,11
14503,Persons,15-44,278,2018-03-23,12
14504,Persons,15-44,261,2018-03-30,13
14505,Persons,15-44,260,2018-04-06,14
14506,Persons,15-44,337,2018-04-13,15
14507,Persons,15-44,301,2018-04-20,16
14508,Persons,15-44,340,2018-04-27,17
14509,Persons,15-44,308,2018-05-04,18
14510,Persons,15-44,247,2018-05-11,19
14511,Persons,15-44,300,2018-05-18,20
14512,Persons,15-44,294,2018-05-25,21
14513,Persons,15-44,250,2018-06-01,22
14514,Persons,15-44,298,2018-06-08,23
14515,Persons,15-44,286,2018-06-15,24
14516,Persons,15-44,308,2018-06-22,25
14517,Persons,15-44,306,2018-06-29,26
14518,Persons,15-44,286,2018-07-06,27
14519,Persons,15-44,304,2018-07-13,28
14520,Persons,15-44,304,2018-07-20,29
14521,Persons,15-44,291,2018-07-27,30
14522,Persons,15-44,286,2018-08-03,31
14523,Persons,15-44,328,2018-08-10,32
14524,Persons,15-44,253,2018-08-17,33
14525,Persons,15-44,250,2018-08-24,34
14526,Persons,15-44,233,2018-08-31,35
14527,Persons,15-44,323,2018-09-07,36
14528,Persons,15-44,275,2018-09-14,37
14529,Persons,15-44,292,2018-09-21,38
14530,Persons,15-44,270,2018-09-28,39
14531,Persons,15-44,287,2018-10-05,40
14532,Persons,15-44,328,2018-10-12,41
14533,Persons,15-44,301,2018-10-19,42
14534,Persons,15-44,309,2018-10-26,43
14535,Persons,15-44,289,2018-11-02,44
14536,Persons,15-44,308,2018-11-09,45
14537,Persons,15-44,292,2018-11-16,46
14538,Persons,15-44,312,2018-11-23,47
14539,Persons,15-44,317,2018-11-30,48
14540,Persons,15-44,326,2018-12-07,49
14541,Persons,15-44,295,2018-12-14,50
14542,Persons,15-44,333,2018-12-21,51
14543,Persons,15-44,166,2018-12-28,52
14544,Persons,45-64,1290,2018-01-05,1
14545,Persons,45-64,1561,2018-01-12,2
14546,Persons,45-64,1507,2018-01-19,3
14547,Persons,45-64,1459,2018-01-26,4
14548,Persons,45-64,1404,2018-02-02,5
14549,Persons,45-64,1347,2018-02-09,6
14550,Persons,45-64,1377,2018-02-16,7
14551,Persons,45-64,1378,2018-02-23,8
14552,Persons,45-64,1229,2018-03-02,9
14553,Persons,45-64,1362,2018-03-09,10
14554,Persons,45-64,1316,2018-03-16,11
14555,Persons,45-64,1349,2018-03-23,12
14556,Persons,45-64,1065,2018-03-30,13
14557,Persons,45-64,1229,2018-04-06,14
14558,Persons,45-64,1382,2018-04-13,15
14559,Persons,45-64,1386,2018-04-20,16
14560,Persons,45-64,1213,2018-04-27,17
14561,Persons,45-64,1363,2018-05-04,18
14562,Persons,45-64,1115,2018-05-11,19
14563,Persons,45-64,1330,2018-05-18,20
14564,Persons,45-64,1258,2018-05-25,21
14565,Persons,45-64,998,2018-06-01,22
14566,Persons,45-64,1195,2018-06-08,23
14567,Persons,45-64,1199,2018-06-15,24
14568,Persons,45-64,1161,2018-06-22,25
14569,Persons,45-64,1184,2018-06-29,26
14570,Persons,45-64,1150,2018-07-06,27
14571,Persons,45-64,1140,2018-07-13,28
14572,Persons,45-64,1166,2018-07-20,29
14573,Persons,45-64,1193,2018-07-27,30
14574,Persons,45-64,1155,2018-08-03,31
14575,Persons,45-64,1175,2018-08-10,32
14576,Persons,45-64,1130,2018-08-17,33
14577,Persons,45-64,1083,2018-08-24,34
14578,Persons,45-64,1017,2018-08-31,35
14579,Persons,45-64,1196,2018-09-07,36
14580,Persons,45-64,1180,2018-09-14,37
